datetime,open,high,low,close,volume,SMA_20,EMA_20,returns,volatility,RSI,MACD,Signal_Line
2023-01-01 20:00:00,159.16566054465102,161.32260017234992,153.58931515266767,163.9167307270864,328,143.33386450035962,138.42717965663635,0.6380146420552246,0.34763034658048164,51.10508506072196,5.377477528821032,6.633276209147614
2023-01-01 21:00:00,134.92865156129378,137.04645288049753,133.21341451427855,131.55293777027634,400,140.38219099719737,137.77248995317348,-0.1974404492650249,0.317039206453553,47.27846022652222,4.19813410876813,6.146247789071718
2023-01-01 22:00:00,191.27314902284283,196.50572867538503,185.69955906119446,191.62730600402605,523,144.53388207902847,142.90152005325467,0.4566554670079226,0.3112683890412258,53.83529874129653,8.018562409609643,6.520710713179303
2023-01-01 23:00:00,168.2383672407322,172.1054491517671,159.48155790630733,170.22248463416733,378,145.59574535128584,145.50351668000826,-0.11170026765083785,0.3056579460195125,48.56228831501655,9.212888719401462,7.059146314423736
2023-01-02 00:00:00,138.2114532787213,144.23293339731373,132.1088807397443,141.08994525748378,303,146.72178381711072,145.08317654452975,-0.17114389699629629,0.30429911298918116,54.21225287079232,7.719661020734804,7.19124925568595
2023-01-02 01:00:00,143.6604728985631,144.13796679864748,136.89006042761224,144.06783560957055,681,147.67515926748456,144.98647740786697,0.021106325802680237,0.3043747409973892,53.39065884387977,6.699332441367773,7.0928658928223145
2023-01-02 02:00:00,140.44076922471493,142.889543443432,136.11972664914563,141.78747419295132,138,147.14334696730833,144.68181043501787,-0.015828386724703103,0.3020222418701355,48.121076882845024,5.6416748665622265,6.802627687570298
2023-01-02 03:00:00,134.76799032838414,138.1879743769217,126.39948189580448,130.0321323230345,742,145.587744256147,143.28660299578135,-0.08290818308759484,0.30318297536931954,41.94628503189667,3.8109851090253244,6.204299171861304
2023-01-02 04:00:00,125.70306566465763,132.8654332786085,117.62896892494135,125.12617511433854,716,144.5217737471226,141.55703843564393,-0.03772880688065816,0.30228021200162264,49.81878068148525,1.9418955773950302,5.3518184529680495
2023-01-02 05:00:00,137.91269374811225,140.95969593326927,136.10072090922753,136.0805283500335,518,141.9948130041404,141.0354660465382,0.08754645641237757,0.2973072113872655,53.934716381889075,1.3292308682541432,4.547300936025269
2023-01-02 06:00:00,148.83401099906197,156.40875193478072,144.77112187641185,152.1277280903411,110,144.6984212199863,142.09187195547182,0.11792429038069385,0.2735163051860909,48.86281593360409,2.114193472931788,4.060679443406573
2023-01-02 07:00:00,136.5314643288728,145.50541027299863,134.87886170963537,135.37759512342402,569,145.96540758081704,141.4524170190863,-0.11010571956330018,0.27540432551330074,46.2150342528026,1.368906348490043,3.522324824423267
2023-01-02 08:00:00,153.36768035590683,162.94177599939442,151.76521653390824,149.33054484455022,765,145.48719483774238,142.20271490722573,0.10306690489224057,0.2593351121013376,50.837044764287654,1.8824476806156554,3.194349395661745
2023-01-02 09:00:00,170.05325472716572,174.93736291145743,168.7712850198515,171.5732868139604,952,144.12474670230034,144.99991223167663,0.14894971415636626,0.25563060525131315,61.5817150637176,4.037692269662841,3.3630179704619643
2023-01-02 10:00:00,155.73903560565498,164.4692015503015,154.0077648605548,155.00307642094782,512,145.55342822286838,145.95259453541675,-0.09657803205099125,0.24103078360099925,48.29509896756935,4.358420480218342,3.56209847241324
2023-01-02 11:00:00,135.89687114434406,140.62689577698734,127.97687629606412,137.56111496352253,329,147.01426108992166,145.15340600476017,-0.1125265501831556,0.2399462543745222,51.218742541056834,3.1686531160416678,3.4834094011389256
2023-01-02 12:00:00,111.96506955253156,119.28733452760707,103.22178484882541,109.41830345727404,885,144.51773830892753,141.75006290499957,-0.20458406079153402,0.22232089614319456,30.842356157185932,-0.044621413268060905,2.777803238257529
2023-01-02 13:00:00,140.87732421156096,146.62104624282392,133.02947489267103,138.4280687667286,191,143.40983474845717,141.43368251087853,0.2651271715319765,0.2300120693771578,42.84438863176209,-0.2474663740725589,2.1727493157915116
2023-01-02 14:00:00,143.87617471495963,149.67593057225946,134.5237199657354,141.3995215009203,778,143.28965798086944,141.43042908135868,0.021465680773160356,0.22830111802145836,50.07897227039801,-0.16653139449300625,1.7048931737346082
2023-01-02 15:00:00,128.09176187451817,128.96273035291406,122.26322324281185,124.03644948324666,131,144.4879619723942,139.7738595958242,-0.12279441849144179,0.21809302857245177,45.239425142237984,-1.4863113703690942,1.0666522649138679
2023-01-02 16:00:00,119.64765901308805,126.21554418684528,115.82668055899966,122.47267911945616,318,142.4157593920127,138.1261281218844,-0.012607345423908733,0.16455176616781303,45.3940390654494,-2.6281342138750574,0.32769496915608287
2023-01-02 17:00:00,185.02691969727505,192.25051509133348,180.36684341117913,180.74558765290723,508,144.87539188614423,142.1851242676961,0.47580332979091144,0.18957766563588507,59.897653389916144,1.1557765947517282,0.4933112942752119
2023-01-02 18:00:00,132.82440230958136,141.6369758943135,126.79374603295982,128.7282428919455,440,141.7304387305402,140.9035165176246,-0.28779316516900344,0.17404270576730968,50.59381136904082,-0.04232393890518438,0.38618424763913267
2023-01-02 19:00:00,169.0953563618819,178.11115367319593,164.50530980933144,170.74909415736707,615,141.7567692067002,143.74595248331437,0.3264307064355245,0.18715300489905343,55.18420596186254,2.371566330131202,0.7832606641375466
2023-01-02 20:00:00,109.1803126834565,111.24716583795643,107.25296087188326,112.13448568576496,502,140.30899622811427,140.73533659783345,-0.34327917674093944,0.19973038406988808,44.694935889334644,-0.4400447198413815,0.538599587341761
2023-01-02 21:00:00,115.13086990050337,117.76736509493347,106.83163065709897,120.00905087324129,877,139.10605699129778,138.76140462406278,0.07022429486628456,0.20021391471697808,47.91221737839643,-2.0096886930999176,0.028941931253425313
2023-01-02 22:00:00,135.9153801108227,142.6611227576011,132.87642894258855,136.84878583839273,946,138.85912257356986,138.57925045399895,0.14032054118100046,0.20220924978064772,48.31757644351494,-1.8732236185969668,-0.35149117871665314
2023-01-02 23:00:00,102.63489923189555,110.95559547232178,95.08921504007822,100.40005237213644,369,137.37751857602495,134.94313635096444,-0.26634312641472224,0.21096414100039756,40.760365625981926,-4.652550533390354,-1.2117030496513932
2023-01-03 00:00:00,164.87270370663924,167.8592686478552,158.29962375423622,166.9915643445547,856,139.47078803753578,137.99536758844923,0.6632617254580147,0.25630392814090613,51.37743901721863,-1.4649219413872459,-1.2623468279985637
2023-01-03 01:00:00,195.16876910138342,197.98288850404614,187.2042092302558,191.06031321391063,549,142.2197772807296,143.04917193373126,0.14413152522899142,0.25713048256241744,56.054686832441455,2.969216289120965,-0.4160342045746579
2023-01-03 02:00:00,199.41328837203173,204.4908977357966,189.8431570332267,200.08177939565383,118,144.61747984599523,148.48084883486672,0.047217896956144756,0.2565750831838471,60.724873470526845,7.129080110551371,1.092988658450548
2023-01-03 03:00:00,178.84360627990642,179.33408702236926,170.5375769774758,177.30877664356868,908,146.7140389220025,151.2263657690288,-0.11381847373044618,0.2566926009231324,54.66820460071908,8.490339806827109,2.57245888812586
2023-01-03 04:00:00,142.57997170484495,149.48385324766704,134.536032092027,140.8165565167942,664,146.2883395056147,150.2349553640541,-0.20581169650802,0.26207845345467917,49.935220720206296,6.5490375096727576,3.36777461243524
2023-01-03 05:00:00,129.42342699635563,134.15374110438816,120.36567883463387,134.00289952023832,755,144.4098201409286,148.6890452836907,-0.04838676051379853,0.26095153111881786,51.13406376535126,4.409901675884413,3.576200025125075
2023-01-03 06:00:00,116.34950394432899,120.57864738496241,107.23345266376991,114.83053626445222,380,142.40119313310382,145.46442537709655,-0.14307424185915107,0.26222042941510765,49.16391906839473,1.1542659717324284,3.091813214446546
2023-01-03 07:00:00,178.5411954592322,186.86918621598988,169.07326406659905,177.5709229577776,980,144.40168353281655,148.52218705144713,0.5463737149919394,0.285738439113117,49.65604127574743,3.5953313417734307,3.192516839911923
2023-01-03 08:00:00,131.44829239998035,139.22146348365075,131.4445785040173,134.29460893399772,411,145.64549880665274,147.16717961169005,-0.2437128404973714,0.28768330009567017,50.61473093453034,2.0146329335920825,2.956940058647955
2023-01-03 09:00:00,183.96548715028038,191.4903554270594,180.15651887850834,180.9350334974129,570,147.77084704318696,150.38316569604459,0.347299306603869,0.29154385596239185,51.113539336546765,4.473838898809731,3.2603198266803104
2023-01-03 10:00:00,114.573994506477,121.88233687625733,111.67909628852446,116.61004468650745,235,146.53137320246634,147.16667798085058,-0.3555142835940901,0.30532885922792274,50.4832401735345,1.2182451613005014,2.851904893604349
2023-01-03 11:00:00,116.75911668607493,119.59807045386707,108.13159077685404,114.30775124288816,925,146.0449382904484,144.0372563867589,-0.019743525952749086,0.3034625701694709,49.37691510625603,-1.529975564857864,1.9755288019119064
2023-01-03 12:00:00,176.56530080235507,181.29128002550044,167.02593720150526,180.18653155941303,739,148.93063091244625,147.48004449844024,0.5763281982211474,0.3262137748119556,54.27777936867904,1.5895829862207052,1.8983396387736664
